-1,0,1,2,3,4,5,6,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
-1,-1,1,2,3,4,5,6,7,-1,1,2,3,4,5,6,7,8,-1,10,11,12,13,14,15,16,17,-1,19,20,21,22,23,24,25,26,-1,28,29,30,31,32,33,34,35,-1,37,38,39,40,41,42,43,44,-1,46,47,48,49,50,51,52,53,-1,55,56,57,58,59,60,61,62,-1,64,65,66,67,68,69,70,71
-1,-1,-1,2,3,4,5,6,7,-1,-1,2,3,4,5,6,7,8,-1,-1,11,12,13,14,15,16,17,-1,-1,20,21,22,23,24,25,26,-1,-1,29,30,31,32,33,34,35,-1,-1,38,39,40,41,42,43,44,-1,-1,47,48,49,50,51,52,53,-1,-1,56,57,58,59,60,61,62,-1,-1,65,66,67,68,69,70,71
-1,-1,-1,-1,3,4,5,6,7,-1,-1,-1,3,4,5,6,7,8,-1,-1,-1,12,13,14,15,16,17,-1,-1,-1,21,22,23,24,25,26,-1,-1,-1,30,31,32,33,34,35,-1,-1,-1,39,40,41,42,43,44,-1,-1,-1,48,49,50,51,52,53,-1,-1,-1,57,58,59,60,61,62,-1,-1,-1,66,67,68,69,70,71
-1,-1,-1,-1,-1,4,5,6,7,-1,-1,-1,-1,4,5,6,7,8,-1,-1,-1,-1,13,14,15,16,17,-1,-1,-1,-1,22,23,24,25,26,-1,-1,-1,-1,31,32,33,34,35,-1,-1,-1,-1,40,41,42,43,44,-1,-1,-1,-1,49,50,51,52,53,-1,-1,-1,-1,58,59,60,61,62,-1,-1,-1,-1,67,68,69,70,71
-1,-1,-1,-1,-1,-1,5,6,7,-1,-1,-1,-1,-1,5,6,7,8,-1,-1,-1,-1,-1,14,15,16,17,-1,-1,-1,-1,-1,23,24,25,26,-1,-1,-1,-1,-1,32,33,34,35,-1,-1,-1,-1,-1,41,42,43,44,-1,-1,-1,-1,-1,50,51,52,53,-1,-1,-1,-1,-1,59,60,61,62,-1,-1,-1,-1,-1,68,69,70,71
-1,-1,-1,-1,-1,-1,-1,6,7,-1,-1,-1,-1,-1,-1,6,7,8,-1,-1,-1,-1,-1,-1,15,16,17,-1,-1,-1,-1,-1,-1,24,25,26,-1,-1,-1,-1,-1,-1,33,34,35,-1,-1,-1,-1,-1,-1,42,43,44,-1,-1,-1,-1,-1,-1,51,52,53,-1,-1,-1,-1,-1,-1,60,61,62,-1,-1,-1,-1,-1,-1,69,70,71
-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,7,8,-1,-1,-1,-1,-1,-1,-1,16,17,-1,-1,-1,-1,-1,-1,-1,25,26,-1,-1,-1,-1,-1,-1,-1,34,35,-1,-1,-1,-1,-1,-1,-1,43,44,-1,-1,-1,-1,-1,-1,-1,52,53,-1,-1,-1,-1,-1,-1,-1,61,62,-1,-1,-1,-1,-1,-1,-1,70,71
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,-1,-1,-1,44,-1,-1,-1,-1,-1,-1,-1,-1,53,-1,-1,-1,-1,-1,-1,-1,-1,62,-1,-1,-1,-1,-1,-1,-1,-1,71
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,10,11,12,13,14,15,16,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,11,12,13,14,15,16,-1,10,11,12,13,14,15,16,17,-1,19,20,21,22,23,24,25,26,-1,28,29,30,31,32,33,34,35,-1,37,38,39,40,41,42,43,44,-1,46,47,48,49,50,51,52,53,-1,55,56,57,58,59,60,61,62,-1,64,65,66,67,68,69,70,71
